"","alpha_x","beta_x","r_nucleus","D_t","specific_energy","let","alpha","beta","alpha_sigma","beta_sigma","cell","particle","RBE_alpha"
"244",0.313,0.0615,5,30,25.4675,19.6094,1.1922,0.0441553,0,0,"HSG","Li",3.80894568690096
"245",0.313,0.0615,5,30,22.8237,21.4415,1.24363,0.0429458,0,0,"HSG","Li",3.97325878594249
"246",0.313,0.0615,5,30,20.4934,23.4448,1.29629,0.0416739,0,0,"HSG","Li",4.14150159744409
"247",0.313,0.0615,5,30,18.3744,25.6352,1.35129,0.0403139,0,0,"HSG","Li",4.31722044728435
"248",0.313,0.0615,5,30,16.4924,28.0303,1.40773,0.0388777,0,0,"HSG","Li",4.49753993610224
"249",0.313,0.0615,5,30,14.7934,30.6492,1.46621,0.0373485,0,0,"HSG","Li",4.68437699680511
"250",0.313,0.0615,5,30,13.2665,33.5128,1.5265,0.0357249,0,0,"HSG","Li",4.87699680511182
"251",0.313,0.0615,5,30,11.9006,36.6439,1.58079,0.0341533,0,0,"HSG","Li",5.05044728434505
"252",0.313,0.0615,5,30,10.6848,40.0675,1.63574,0.0324997,0,0,"HSG","Li",5.22600638977636
"253",0.313,0.0615,5,30,9.55217,43.811,1.69359,0.0307137,0,0,"HSG","Li",5.41083067092652
"254",0.313,0.0615,5,30,8.55177,47.9043,1.75184,0.0288378,0,0,"HSG","Li",5.59693290734824
"255",0.313,0.0615,5,30,7.67132,52.38,1.8095,0.0268858,0,0,"HSG","Li",5.78115015974441
"256",0.313,0.0615,5,30,6.87496,57.2738,1.86784,0.0248265,0,0,"HSG","Li",5.96753993610224
"257",0.313,0.0615,5,30,6.15937,62.6249,1.92618,0.0226674,0,0,"HSG","Li",6.15392971246006
"258",0.313,0.0615,5,30,5.50263,68.476,1.98434,0.0204073,0,0,"HSG","Li",6.33974440894569
"259",0.313,0.0615,5,30,4.92384,74.8737,2.04035,0.0180832,0,0,"HSG","Li",6.51869009584665
"260",0.313,0.0615,5,30,4.40658,81.8691,2.09268,0.0157247,0,0,"HSG","Li",6.6858785942492
"261",0.313,0.0615,5,30,3.93699,89.5181,2.1413,0.0133319,0,0,"HSG","Li",6.84121405750799
"262",0.313,0.0615,5,30,3.52447,97.8818,2.18221,0.0109898,0,0,"HSG","Li",6.97191693290735
"263",0.313,0.0615,5,30,3.15414,107.027,2.21447,0.00872159,0,0,"HSG","Li",7.07498402555911
"264",0.313,0.0615,5,30,2.817,117.026,2.23634,0.00656841,0,0,"HSG","Li",7.14485623003195
"265",0.313,0.0615,5,30,2.51864,127.96,2.24302,0.00463459,0,0,"HSG","Li",7.16619808306709
"266",0.313,0.0615,5,30,2.20325,139.916,2.2402,0.00281209,0,0,"HSG","Li",7.15718849840256
"267",0.313,0.0615,5,30,1.8911,152.988,2.2113,0.00144018,0,0,"HSG","Li",7.06485623003195
"268",0.313,0.0615,5,30,1.65793,167.282,2.1454,0.000736743,0,0,"HSG","Li",6.85431309904153
"269",0.313,0.0615,5,30,1.45149,182.911,2.0587,0.000393833,0,0,"HSG","Li",6.57731629392971
"270",0.313,0.0615,5,30,1.26999,200,1.96161,0.000223266,0,0,"HSG","Li",6.26712460063898
"271",0.54,0.062,6.5,9.5,70.0545,15,0.681612,0.0536538,0,0,"AG01522","Be",1.26224444444444
"272",0.54,0.062,6.5,9.5,61.9193,16.5281,0.703796,0.0523717,0,0,"AG01522","Be",1.30332592592593
"273",0.54,0.062,6.5,9.5,54.845,18.212,0.72662,0.0510417,0,0,"AG01522","Be",1.34559259259259
"274",0.54,0.062,6.5,9.5,48.6743,20.0673,0.750112,0.0496608,0,0,"AG01522","Be",1.3890962962963
"275",0.54,0.062,6.5,9.5,43.1178,22.1117,0.774891,0.0481937,0,0,"AG01522","Be",1.43498333333333
"276",0.54,0.062,6.5,9.5,38.2667,24.3644,0.800421,0.0466671,0,0,"AG01522","Be",1.48226111111111
"277",0.54,0.062,6.5,9.5,34.0105,26.8465,0.826777,0.0450749,0,0,"AG01522","Be",1.53106851851852
"278",0.54,0.062,6.5,9.5,30.1719,29.5815,0.854597,0.0433799,0,0,"AG01522","Be",1.58258703703704
"279",0.54,0.062,6.5,9.5,26.5084,32.5951,0.88558,0.041487,0,0,"AG01522","Be",1.63996296296296
"280",0.54,0.062,6.5,9.5,23.5709,35.9158,0.915482,0.0396236,0,0,"AG01522","Be",1.69533703703704
"281",0.54,0.062,6.5,9.5,21.0924,39.5748,0.945204,0.0377379,0,0,"AG01522","Be",1.75037777777778
"282",0.54,0.062,6.5,9.5,18.9068,43.6065,0.975652,0.0357774,0,0,"AG01522","Be",1.80676296296296
"283",0.54,0.062,6.5,9.5,17.0485,48.0489,1.00572,0.0337988,0,0,"AG01522","Be",1.86244444444444
"284",0.54,0.062,6.5,9.5,15.3578,52.944,1.03637,0.0317467,0,0,"AG01522","Be",1.9192037037037
"285",0.54,0.062,6.5,9.5,13.8375,58.3377,1.05565,0.0302721,0,0,"AG01522","Be",1.95490740740741
"286",0.54,0.062,6.5,9.5,12.4314,64.2809,1.07574,0.0287053,0,0,"AG01522","Be",1.99211111111111
"287",0.54,0.062,6.5,9.5,11.1427,70.8296,1.09668,0.0270397,0,0,"AG01522","Be",2.03088888888889
"288",0.54,0.062,6.5,9.5,9.97082,78.0454,1.11858,0.0252632,0,0,"AG01522","Be",2.07144444444444
"289",0.54,0.062,6.5,9.5,8.89391,85.9964,1.14139,0.0233738,0,0,"AG01522","Be",2.11368518518518
"290",0.54,0.062,6.5,9.5,7.92719,94.7573,1.1654,0.0213508,0,0,"AG01522","Be",2.15814814814815
"291",0.54,0.062,6.5,9.5,7.03306,104.411,1.19015,0.0192129,0,0,"AG01522","Be",2.20398148148148
"292",0.54,0.062,6.5,9.5,6.22288,115.048,1.2166,0.0169034,0,0,"AG01522","Be",2.25296296296296
"293",0.54,0.062,6.5,9.5,5.49958,126.768,1.24212,0.014563,0,0,"AG01522","Be",2.30022222222222
"294",0.54,0.062,6.5,9.5,4.8585,139.683,1.26882,0.0120703,0,0,"AG01522","Be",2.34966666666667
"295",0.54,0.062,6.5,9.5,4.27525,153.913,1.2947,0.00953458,0,0,"AG01522","Be",2.39759259259259
"296",0.54,0.062,6.5,9.5,3.767,169.593,1.31762,0.00707068,0,0,"AG01522","Be",2.44003703703704
"297",0.54,0.062,6.5,9.5,3.31408,186.871,1.33595,0.00476576,0,0,"AG01522","Be",2.47398148148148
"298",0.54,0.062,6.5,9.5,2.92237,205.909,1.34473,0.0028867,0,0,"AG01522","Be",2.49024074074074
"299",0.54,0.062,6.5,9.5,2.57181,226.886,1.33965,0.00165865,0,0,"AG01522","Be",2.48083333333333
"300",0.54,0.062,6.5,9.5,2.22349,250,1.32348,0.000924804,0,0,"AG01522","Be",2.45088888888889
"301",0.11,0.06,6.5,8,70.0545,15,0.32565,0.0461878,0,0,"U87","Be",2.96045454545455
"302",0.11,0.06,6.5,8,61.9193,16.5281,0.338929,0.0453117,0,0,"U87","Be",3.08117272727273
"303",0.11,0.06,6.5,8,54.845,18.212,0.352657,0.0444014,0,0,"U87","Be",3.20597272727273
"304",0.11,0.06,6.5,8,48.6743,20.0673,0.366857,0.0434547,0,0,"U87","Be",3.33506363636364
"305",0.11,0.06,6.5,8,43.1178,22.1117,0.381861,0.0424495,0,0,"U87","Be",3.47146363636364
"306",0.11,0.06,6.5,8,38.2667,24.3644,0.397407,0.0414017,0,0,"U87","Be",3.61279090909091
"307",0.11,0.06,6.5,8,34.0105,26.8465,0.413547,0.0403067,0,0,"U87","Be",3.75951818181818
"308",0.11,0.06,6.5,8,30.1719,29.5815,0.430642,0.0391404,0,0,"U87","Be",3.91492727272727
"309",0.11,0.06,6.5,8,26.5084,32.5951,0.449626,0.0378414,0,0,"U87","Be",4.08750909090909
"310",0.11,0.06,6.5,8,23.5709,35.9158,0.46825,0.0365522,0,0,"U87","Be",4.25681818181818
"311",0.11,0.06,6.5,8,21.0924,39.5748,0.487007,0.0352397,0,0,"U87","Be",4.42733636363636
"312",0.11,0.06,6.5,8,18.9068,43.6065,0.50641,0.0338695,0,0,"U87","Be",4.60372727272727
"313",0.11,0.06,6.5,8,17.0485,48.0489,0.525878,0.0324769,0,0,"U87","Be",4.78070909090909
"314",0.11,0.06,6.5,8,15.3578,52.944,0.546185,0.0310102,0,0,"U87","Be",4.96531818181818
"315",0.11,0.06,6.5,8,13.8375,58.3377,0.564743,0.0296345,0,0,"U87","Be",5.13402727272727
"316",0.11,0.06,6.5,8,12.4314,64.2809,0.584457,0.0281599,0,0,"U87","Be",5.31324545454545
"317",0.11,0.06,6.5,8,11.1427,70.8296,0.605358,0.0265816,0,0,"U87","Be",5.50325454545454
"318",0.11,0.06,6.5,8,9.97082,78.0454,0.627486,0.0248943,0,0,"U87","Be",5.70441818181818
"319",0.11,0.06,6.5,8,8.89391,85.9964,0.651089,0.0230788,0,0,"U87","Be",5.91899090909091
"320",0.11,0.06,6.5,8,7.92719,94.7573,0.676012,0.0211421,0,0,"U87","Be",6.14556363636364
"321",0.11,0.06,6.5,8,7.03306,104.411,0.702736,0.0190498,0,0,"U87","Be",6.38850909090909
"322",0.11,0.06,6.5,8,6.22288,115.048,0.731296,0.0167971,0,0,"U87","Be",6.64814545454545
"323",0.11,0.06,6.5,8,5.49958,126.768,0.760787,0.0144408,0,0,"U87","Be",6.91624545454545
"324",0.11,0.06,6.5,8,4.8585,139.683,0.791436,0.0119645,0,0,"U87","Be",7.19487272727273
"325",0.11,0.06,6.5,8,4.27525,153.913,0.822838,0.00939395,0,0,"U87","Be",7.48034545454545
"326",0.11,0.06,6.5,8,3.767,169.593,0.852625,0.00688209,0,0,"U87","Be",7.75113636363636
"327",0.11,0.06,6.5,8,3.31408,186.871,0.878983,0.00454438,0,0,"U87","Be",7.99075454545455
"328",0.11,0.06,6.5,8,2.92237,205.909,0.896621,0.00271511,0,0,"U87","Be",8.1511
"329",0.11,0.06,6.5,8,2.57181,226.886,0.902449,0.00158209,0,0,"U87","Be",8.20408181818182
"330",0.11,0.06,6.5,8,2.22349,250,0.900311,0.000892889,0,0,"U87","Be",8.18464545454545
"331",0.313,0.0615,5,30,70.0545,15,0.898724,0.0501143,0,0,"HSG","Be",2.87132268370607
"332",0.313,0.0615,5,30,61.9193,16.5281,0.940138,0.0491881,0,0,"HSG","Be",3.0036357827476
"333",0.313,0.0615,5,30,54.845,18.212,0.982663,0.0482115,0,0,"HSG","Be",3.13949840255591
"334",0.313,0.0615,5,30,48.6743,20.0673,1.02631,0.0471802,0,0,"HSG","Be",3.27894568690096
"335",0.313,0.0615,5,30,43.1178,22.1117,1.07194,0.0460737,0,0,"HSG","Be",3.42472843450479
"336",0.313,0.0615,5,30,38.2667,24.3644,1.11869,0.0449027,0,0,"HSG","Be",3.57408945686901
"337",0.313,0.0615,5,30,34.0105,26.8465,1.16658,0.0436618,0,0,"HSG","Be",3.72709265175719
"338",0.313,0.0615,5,30,30.1719,29.5815,1.21648,0.042328,0,0,"HSG","Be",3.88651757188498
"339",0.313,0.0615,5,30,26.5084,32.5951,1.27082,0.0408464,0,0,"HSG","Be",4.06012779552716
"340",0.313,0.0615,5,30,23.5709,35.9158,1.32299,0.0393389,0,0,"HSG","Be",4.22680511182109
"341",0.313,0.0615,5,30,21.0924,39.5748,1.37416,0.0377764,0,0,"HSG","Be",4.3902875399361
"342",0.313,0.0615,5,30,18.9068,43.6065,1.42546,0.0361287,0,0,"HSG","Be",4.55418530351438
"343",0.313,0.0615,5,30,17.0485,48.0489,1.47496,0.0344278,0,0,"HSG","Be",4.71233226837061
"344",0.313,0.0615,5,30,15.3578,52.944,1.52475,0.032623,0,0,"HSG","Be",4.87140575079872
"345",0.313,0.0615,5,30,13.8375,58.3377,1.57399,0.0307229,0,0,"HSG","Be",5.02872204472843
"346",0.313,0.0615,5,30,12.4314,64.2809,1.61958,0.0287851,0,0,"HSG","Be",5.17437699680511
"347",0.313,0.0615,5,30,11.1427,70.8296,1.66166,0.0268001,0,0,"HSG","Be",5.3088178913738
"348",0.313,0.0615,5,30,9.97082,78.0454,1.70247,0.0247128,0,0,"HSG","Be",5.43920127795527
"349",0.313,0.0615,5,30,8.89391,85.9964,1.7418,0.0225205,0,0,"HSG","Be",5.56485623003195
"350",0.313,0.0615,5,30,7.92719,94.7573,1.77814,0.0202501,0,0,"HSG","Be",5.68095846645367
"351",0.313,0.0615,5,30,7.03306,104.411,1.81153,0.0178963,0,0,"HSG","Be",5.7876357827476
"352",0.313,0.0615,5,30,6.22288,115.048,1.84058,0.0154886,0,0,"HSG","Be",5.88044728434505
"353",0.313,0.0615,5,30,5.49958,126.768,1.86231,0.0130964,0,0,"HSG","Be",5.94987220447284
"354",0.313,0.0615,5,30,4.8585,139.683,1.87575,0.0107469,0,0,"HSG","Be",5.99281150159744
"355",0.313,0.0615,5,30,4.27525,153.913,1.87966,0.00847738,0,0,"HSG","Be",6.005303514377
"356",0.313,0.0615,5,30,3.767,169.593,1.87001,0.00639366,0,0,"HSG","Be",5.97447284345048
"357",0.313,0.0615,5,30,3.31408,186.871,1.84593,0.00453114,0,0,"HSG","Be",5.89753993610224
"358",0.313,0.0615,5,30,2.92237,205.909,1.80433,0.00297994,0,0,"HSG","Be",5.76463258785942
"359",0.313,0.0615,5,30,2.57181,226.886,1.74538,0.00175684,0,0,"HSG","Be",5.57629392971246
"360",0.313,0.0615,5,30,2.22349,250,1.6702,0.000861333,0,0,"HSG","Be",5.33610223642173
"361",0.54,0.062,6.5,9.5,126.761,15,0.611344,0.0574235,0,0,"AG01522","B",1.13211851851852
"362",0.54,0.062,6.5,9.5,110.115,16.6324,0.632173,0.056214,0,0,"AG01522","B",1.17069074074074
"363",0.54,0.062,6.5,9.5,96.152,18.4424,0.653311,0.0549734,0,0,"AG01522","B",1.20983518518518
"364",0.54,0.062,6.5,9.5,83.9456,20.4494,0.675381,0.0536665,0,0,"AG01522","B",1.25070555555556
"365",0.54,0.062,6.5,9.5,73.4253,22.6748,0.698165,0.0523026,0,0,"AG01522","B",1.29289814814815
"366",0.54,0.062,6.5,9.5,64.3788,25.1424,0.721594,0.0508832,0,0,"AG01522","B",1.33628518518518
"367",0.54,0.062,6.5,9.5,56.5631,27.8785,0.745713,0.0494032,0,0,"AG01522","B",1.38095
"368",0.54,0.062,6.5,9.5,49.6811,30.9124,0.770884,0.0478399,0,0,"AG01522","B",1.42756296296296
"369",0.54,0.062,6.5,9.5,43.8009,34.2765,0.796487,0.0462237,0,0,"AG01522","B",1.47497592592593
"370",0.54,0.062,6.5,9.5,38.6156,38.0066,0.823124,0.0445182,0,0,"AG01522","B",1.5243037037037
"371",0.54,0.062,6.5,9.5,33.9386,42.1427,0.851387,0.0426867,0,0,"AG01522","B",1.57664259259259
"372",0.54,0.062,6.5,9.5,29.8029,46.7289,0.880959,0.0407421,0,0,"AG01522","B",1.63140555555556
"373",0.54,0.062,6.5,9.5,25.7671,51.8142,0.914942,0.038508,0,0,"AG01522","B",1.69433703703704
"374",0.54,0.062,6.5,9.5,22.7636,57.4529,0.945779,0.0363959,0,0,"AG01522","B",1.75144259259259
"375",0.54,0.062,6.5,9.5,20.3669,63.7052,0.974748,0.034331,0,0,"AG01522","B",1.80508888888889
"376",0.54,0.062,6.5,9.5,18.2742,70.6379,1.00376,0.0322026,0,0,"AG01522","B",1.85881481481481
"377",0.54,0.062,6.5,9.5,16.3831,78.3251,1.03356,0.0299626,0,0,"AG01522","B",1.914
"378",0.54,0.062,6.5,9.5,14.6694,86.8488,1.05822,0.0279368,0,0,"AG01522","B",1.95966666666667
"379",0.54,0.062,6.5,9.5,13.0972,96.3002,1.07641,0.0261952,0,0,"AG01522","B",1.99335185185185
"380",0.54,0.062,6.5,9.5,11.6426,106.78,1.09529,0.0243317,0,0,"AG01522","B",2.02831481481481
"381",0.54,0.062,6.5,9.5,10.3176,118.4,1.11478,0.0223421,0,0,"AG01522","B",2.06440740740741
"382",0.54,0.062,6.5,9.5,9.08325,131.285,1.13522,0.020201,0,0,"AG01522","B",2.10225925925926
"383",0.54,0.062,6.5,9.5,7.9904,145.573,1.15511,0.0179854,0,0,"AG01522","B",2.13909259259259
"384",0.54,0.062,6.5,9.5,7.00068,161.415,1.17632,0.0155825,0,0,"AG01522","B",2.17837037037037
"385",0.54,0.062,6.5,9.5,6.09791,178.981,1.19661,0.0131135,0,0,"AG01522","B",2.21594444444444
"386",0.54,0.062,6.5,9.5,5.31577,198.458,1.21678,0.0105286,0,0,"AG01522","B",2.2532962962963
"387",0.54,0.062,6.5,9.5,4.62417,220.055,1.23341,0.0080188,0,0,"AG01522","B",2.28409259259259
"388",0.54,0.062,6.5,9.5,4.0239,244.003,1.24586,0.00561812,0,0,"AG01522","B",2.30714814814815
"389",0.54,0.062,6.5,9.5,3.49844,270.557,1.25108,0.00349522,0,0,"AG01522","B",2.31681481481481
"390",0.54,0.062,6.5,9.5,3.04088,300,1.24418,0.00191678,0,0,"AG01522","B",2.30403703703704
"391",0.11,0.06,6.5,8,126.761,15,0.290094,0.0484407,0,0,"U87","B",2.63721818181818
"392",0.11,0.06,6.5,8,110.115,16.6324,0.302555,0.0476168,0,0,"U87","B",2.7505
"393",0.11,0.06,6.5,8,96.152,18.4424,0.31529,0.0467695,0,0,"U87","B",2.86627272727273
"394",0.11,0.06,6.5,8,83.9456,20.4494,0.328627,0.0458771,0,0,"U87","B",2.98751818181818
"395",0.11,0.06,6.5,8,73.4253,22.6748,0.342464,0.0449451,0,0,"U87","B",3.11330909090909
"396",0.11,0.06,6.5,8,64.3788,25.1424,0.356779,0.0439738,0,0,"U87","B",3.24344545454545
"397",0.11,0.06,6.5,8,56.5631,27.8785,0.371606,0.0429598,0,0,"U87","B",3.37823636363636
"398",0.11,0.06,6.5,8,49.6811,30.9124,0.387153,0.0418882,0,0,"U87","B",3.51957272727273
"399",0.11,0.06,6.5,8,43.8009,34.2765,0.403116,0.0407771,0,0,"U87","B",3.66469090909091
"400",0.11,0.06,6.5,8,38.6156,38.0066,0.419825,0.0396035,0,0,"U87","B",3.81659090909091
"401",0.11,0.06,6.5,8,33.9386,42.1427,0.43763,0.0383427,0,0,"U87","B",3.97845454545455
"402",0.11,0.06,6.5,8,29.8029,46.7289,0.456396,0.0370011,0,0,"U87","B",4.14905454545455
"403",0.11,0.06,6.5,8,25.7671,51.8142,0.477877,0.0354625,0,0,"U87","B",4.34433636363636
"404",0.11,0.06,6.5,8,22.7636,57.4529,0.49795,0.0339909,0,0,"U87","B",4.52681818181818
"405",0.11,0.06,6.5,8,20.3669,63.7052,0.517321,0.0325384,0,0,"U87","B",4.70291818181818
"406",0.11,0.06,6.5,8,18.2742,70.6379,0.537082,0.0310312,0,0,"U87","B",4.88256363636364
"407",0.11,0.06,6.5,8,16.3831,78.3251,0.557711,0.0294346,0,0,"U87","B",5.0701
"408",0.11,0.06,6.5,8,14.6694,86.8488,0.57801,0.0278235,0,0,"U87","B",5.25463636363636
"409",0.11,0.06,6.5,8,13.0972,96.3002,0.597877,0.026201,0,0,"U87","B",5.43524545454545
"410",0.11,0.06,6.5,8,11.6426,106.78,0.619082,0.0244467,0,0,"U87","B",5.62801818181818
"411",0.11,0.06,6.5,8,10.3176,118.4,0.641563,0.0225601,0,0,"U87","B",5.83239090909091
"412",0.11,0.06,6.5,8,9.08325,131.285,0.665901,0.0204979,0,0,"U87","B",6.05364545454545
"413",0.11,0.06,6.5,8,7.9904,145.573,0.691114,0.0183206,0,0,"U87","B",6.28285454545455
"414",0.11,0.06,6.5,8,7.00068,161.415,0.718057,0.0159674,0,0,"U87","B",6.52779090909091
"415",0.11,0.06,6.5,8,6.09791,178.981,0.746388,0.013458,0,0,"U87","B",6.78534545454546
"416",0.11,0.06,6.5,8,5.31577,198.458,0.775149,0.0108539,0,0,"U87","B",7.04680909090909
"417",0.11,0.06,6.5,8,4.62417,220.055,0.803141,0.00823313,0,0,"U87","B",7.30128181818182
"418",0.11,0.06,6.5,8,4.0239,244.003,0.828604,0.0057108,0,0,"U87","B",7.53276363636364
"419",0.11,0.06,6.5,8,3.49844,270.557,0.84844,0.00348623,0,0,"U87","B",7.71309090909091
"420",0.11,0.06,6.5,8,3.04088,300,0.856977,0.00191788,0,0,"U87","B",7.7907
"421",0.313,0.0615,5,30,126.761,15,0.796867,0.0519747,0,0,"HSG","B",2.54590095846645
"422",0.313,0.0615,5,30,110.115,16.6324,0.835943,0.051095,0,0,"HSG","B",2.67074440894569
"423",0.313,0.0615,5,30,96.152,18.4424,0.875701,0.0501715,0,0,"HSG","B",2.79776677316294
"424",0.313,0.0615,5,30,83.9456,20.4494,0.916968,0.0491841,0,0,"HSG","B",2.92961022364217
"425",0.313,0.0615,5,30,73.4253,22.6748,0.959417,0.0481341,0,0,"HSG","B",3.06523003194888
"426",0.313,0.0615,5,30,64.3788,25.1424,1.00284,0.0470194,0,0,"HSG","B",3.20396166134185
"427",0.313,0.0615,5,30,56.5631,27.8785,1.04725,0.0458339,0,0,"HSG","B",3.34584664536741
"428",0.313,0.0615,5,30,49.6811,30.9124,1.09306,0.044562,0,0,"HSG","B",3.49220447284345
"429",0.313,0.0615,5,30,43.8009,34.2765,1.13922,0.0432172,0,0,"HSG","B",3.63968051118211
"430",0.313,0.0615,5,30,38.6156,38.0066,1.18646,0.0417763,0,0,"HSG","B",3.79060702875399
"431",0.313,0.0615,5,30,33.9386,42.1427,1.23551,0.0402153,0,0,"HSG","B",3.94731629392971
"432",0.313,0.0615,5,30,29.8029,46.7289,1.28562,0.0385385,0,0,"HSG","B",4.10741214057508
"433",0.313,0.0615,5,30,25.7671,51.8142,1.34117,0.0366425,0,0,"HSG","B",4.28488817891374
"434",0.313,0.0615,5,30,22.7636,57.4529,1.39038,0.0347633,0,0,"HSG","B",4.44210862619808
"435",0.313,0.0615,5,30,20.3669,63.7052,1.43488,0.0328606,0,0,"HSG","B",4.58428115015974
"436",0.313,0.0615,5,30,18.2742,70.6379,1.4771,0.0308734,0,0,"HSG","B",4.71916932907348
"437",0.313,0.0615,5,30,16.3831,78.3251,1.51765,0.0287786,0,0,"HSG","B",4.84872204472843
"438",0.313,0.0615,5,30,14.6694,86.8488,1.55598,0.0265786,0,0,"HSG","B",4.9711821086262
"439",0.313,0.0615,5,30,13.0972,96.3002,1.59138,0.0242804,0,0,"HSG","B",5.08428115015974
"440",0.313,0.0615,5,30,11.6426,106.78,1.61821,0.0220104,0,0,"HSG","B",5.17
"441",0.313,0.0615,5,30,10.3176,118.4,1.64099,0.0196601,0,0,"HSG","B",5.24277955271566
"442",0.313,0.0615,5,30,9.08325,131.285,1.65966,0.0172273,0,0,"HSG","B",5.30242811501597
"443",0.313,0.0615,5,30,7.9904,145.573,1.67079,0.0147963,0,0,"HSG","B",5.33798722044728
"444",0.313,0.0615,5,30,7.00068,161.415,1.67457,0.0123688,0,0,"HSG","B",5.35006389776358
"445",0.313,0.0615,5,30,6.09791,178.981,1.66911,0.0100022,0,0,"HSG","B",5.33261980830671
"446",0.313,0.0615,5,30,5.31577,198.458,1.65155,0.0077861,0,0,"HSG","B",5.27651757188498
"447",0.313,0.0615,5,30,4.62417,220.055,1.62045,0.00578021,0,0,"HSG","B",5.17715654952077
"448",0.313,0.0615,5,30,4.0239,244.003,1.57458,0.00404502,0,0,"HSG","B",5.03060702875399
"449",0.313,0.0615,5,30,3.49844,270.557,1.51378,0.00261812,0,0,"HSG","B",4.83635782747604
"450",0.313,0.0615,5,30,3.04088,300,1.43854,0.00152824,0,0,"HSG","B",4.59597444089457
"451",0.54,0.062,6.5,9.5,142.557,20,0.613479,0.0570349,0,0,"AG01522","C",1.13607222222222
"452",0.54,0.062,6.5,9.5,122.266,22.3478,0.635534,0.0557115,0,0,"AG01522","C",1.17691481481481
"453",0.54,0.062,6.5,9.5,105.215,24.9712,0.65821,0.0543322,0,0,"AG01522","C",1.21890740740741
"454",0.54,0.062,6.5,9.5,90.7771,27.9026,0.681586,0.0528897,0,0,"AG01522","C",1.2621962962963
"455",0.54,0.062,6.5,9.5,78.7268,31.1781,0.705315,0.0513993,0,0,"AG01522","C",1.30613888888889
"456",0.54,0.062,6.5,9.5,68.2423,34.8381,0.730114,0.0498179,0,0,"AG01522","C",1.35206296296296
"457",0.54,0.062,6.5,9.5,59.3024,38.9277,0.755592,0.0481625,0,0,"AG01522","C",1.39924444444444
"458",0.54,0.062,6.5,9.5,51.5957,43.4974,0.781923,0.0464184,0,0,"AG01522","C",1.44800555555556
"459",0.54,0.062,6.5,9.5,44.9573,48.6036,0.809049,0.0445834,0,0,"AG01522","C",1.49823888888889
"460",0.54,0.062,6.5,9.5,39.2618,54.3092,0.836801,0.0426607,0,0,"AG01522","C",1.54963148148148
"461",0.54,0.062,6.5,9.5,34.2647,60.6846,0.865651,0.0406175,0,0,"AG01522","C",1.60305740740741
"462",0.54,0.062,6.5,9.5,29.7038,67.8083,0.896778,0.03838,0,0,"AG01522","C",1.6607
"463",0.54,0.062,6.5,9.5,25.4413,75.7684,0.931491,0.035866,0,0,"AG01522","C",1.72498333333333
"464",0.54,0.062,6.5,9.5,22.3389,84.6628,0.962051,0.0335017,0,0,"AG01522","C",1.78157592592593
"465",0.54,0.062,6.5,9.5,19.8176,94.6014,0.990859,0.0311455,0,0,"AG01522","C",1.83492407407407
"466",0.54,0.062,6.5,9.5,17.6226,105.707,1.01932,0.0287093,0,0,"AG01522","C",1.88762962962963
"467",0.54,0.062,6.5,9.5,15.6384,118.116,1.04828,0.0261368,0,0,"AG01522","C",1.94125925925926
"468",0.54,0.062,6.5,9.5,13.8324,131.981,1.06553,0.0241156,0,0,"AG01522","C",1.9732037037037
"469",0.54,0.062,6.5,9.5,12.2193,147.474,1.08089,0.02208,0,0,"AG01522","C",2.00164814814815
"470",0.54,0.062,6.5,9.5,10.7198,164.787,1.09664,0.01989,0,0,"AG01522","C",2.03081481481481
"471",0.54,0.062,6.5,9.5,9.36755,184.131,1.11182,0.0175897,0,0,"AG01522","C",2.05892592592593
"472",0.54,0.062,6.5,9.5,8.12743,205.746,1.12704,0.0151364,0,0,"AG01522","C",2.08711111111111
"473",0.54,0.062,6.5,9.5,7.01567,229.899,1.141,0.0125975,0,0,"AG01522","C",2.11296296296296
"474",0.54,0.062,6.5,9.5,6.01743,256.886,1.15348,0.00998027,0,0,"AG01522","C",2.13607407407407
"475",0.54,0.062,6.5,9.5,5.13233,287.042,1.16324,0.00735633,0,0,"AG01522","C",2.15414814814815
"476",0.54,0.062,6.5,9.5,4.37274,320.738,1.16722,0.00490201,0,0,"AG01522","C",2.16151851851852
"477",0.54,0.062,6.5,9.5,3.71339,358.39,1.16262,0.0027798,0,0,"AG01522","C",2.153
"478",0.54,0.062,6.5,9.5,3.14966,400.461,1.14283,0.00136438,0,0,"AG01522","C",2.11635185185185
"479",0.54,0.062,6.5,9.5,2.67058,447.471,1.10796,0.000651085,0,0,"AG01522","C",2.05177777777778
"480",0.54,0.062,6.5,9.5,2.21493,500,1.06383,0.000323091,0,0,"AG01522","C",1.97005555555556
"481",0.11,0.06,6.5,8,142.557,20,0.296393,0.0479386,0,0,"U87","C",2.69448181818182
"482",0.11,0.06,6.5,8,122.266,22.3478,0.309753,0.047038,0,0,"U87","C",2.81593636363636
"483",0.11,0.06,6.5,8,105.215,24.9712,0.323576,0.0460986,0,0,"U87","C",2.9416
"484",0.11,0.06,6.5,8,90.7771,27.9026,0.337917,0.0451152,0,0,"U87","C",3.07197272727273
"485",0.11,0.06,6.5,8,78.7268,31.1781,0.352605,0.0440973,0,0,"U87","C",3.2055
"486",0.11,0.06,6.5,8,68.2423,34.8381,0.368042,0.0430172,0,0,"U87","C",3.34583636363636
"487",0.11,0.06,6.5,8,59.3024,38.9277,0.384037,0.0418849,0,0,"U87","C",3.49124545454545
